id,entity_name,entity_type,description,frequency,degree
388,INTERNAL CONTROL,OBLIGATION,"A conformity assessment procedure based on internal checks. For high-risk AI systems that are also important and critical products with digital elements, this procedure is subject to specific derogations defined in Recital 78.",1,3
384,REGULATION ON HORIZONTAL CYBERSECURITY REQUIREMENTS FOR PRODUCTS WITH DIGITAL ELEMENTS,ARTICLE,"A legislative framework that defines essential cybersecurity requirements for products with digital elements, which high-risk AI systems may leverage for compliance.",1,3
1434,SYSTEMIC RISK CRITERIA,REQUIREMENT,"Criteria used by the Commission to designate general-purpose AI models with systemic risk. Includes: number of parameters, dataset quality/size, computation amount (FLOPs/cost/time/energy), input/output modalities, and model benchmarks/evaluations, as specified in Annex XIII.",1,3
9,PERSONAL DATA PROTECTION,REQUIREMENT,"**PERSONAL DATA PROTECTION** is a mandatory regulatory standard that safeguards the privacy and rights of natural persons concerning the processing of their personal information. This framework is anchored in legal requirements, most notably the General Data Protection Regulation (GDPR) (Regulation 2016/679), which establishes the protocols for how personal data must be handled, stored, and managed. 

Furthermore, PERSONAL DATA PROTECTION extends to modern technological landscapes, serving as a critical standard with which AI systems must comply. As automated technologies and artificial intelligence increasingly process vast quantities of information, they are strictly required to adhere to these data protection principles to ensure that the processing of personal data remains lawful, transparent, and secure, thereby preventing the infringement of individual privacy rights.",2,3
6,FUNDAMENTAL RIGHTS,REQUIREMENT,"Fundamental Rights, as enshrined in the Charter of Fundamental Rights of the European Union, serve as a critical benchmark for the regulation and governance of Artificial Intelligence (AI) systems. The primary purpose of AI-related regulation is to ensure that these technologies do not infringe upon, but rather protect, the essential liberties and protections guaranteed to individuals under the Charter.

When assessing the potential adverse impacts of AI systems, it is mandatory to consider a comprehensive range of these fundamental rights. Central to this evaluation are core principles such as human dignity, the right to non-discrimination, the right to privacy, and the specific protections afforded to children’s rights. AI systems must be designed and deployed in a manner that upholds, rather than compromises, these foundational values.

Furthermore, the scope of Fundamental Rights within the context of AI extends to legal and procedural protections. It is essential that AI systems do not hamper or undermine fundamental rights related to the judicial process, including the right to an effective remedy, the right to a fair trial, the rights of the defense, and the presumption of innocence. By integrating these considerations into the development and oversight of AI, the regulatory framework aims to prevent harmful effects and ensure that technological advancement aligns with the legal and ethical standards established by the European Union.",4,3
243,HIGH-RISK CLASSIFICATION RULE,CLASSIFICATIONRULE,"Criteria for classifying an AI system as high-risk, including being a safety component of products subject to third-party assessment or operating in pre-defined high-risk areas",1,3
771,EU DATABASE REGISTRATION,OBLIGATION,"The EU Database Registration process is a critical regulatory obligation for providers of AI systems. According to the governing regulations, providers are required to register their AI systems in the designated EU database before the systems are deployed for use.

While Article 49 mandates this registration prior to use, there is a specific exception for urgent situations. In such cases, an AI system may be utilized before the registration process is finalized, provided that the registration is completed immediately thereafter without undue delay.

Furthermore, it is a specific requirement to register high-risk AI systems in the EU database, as outlined in Article 71. Compliance with these registration mandates is mandatory; a failure to register the AI system correctly constitutes formal non-compliance under Article 83, which may carry regulatory consequences. Therefore, ensuring timely and accurate registration is essential for legal operation within the European Union.",3,3
745,TESTING IN REAL-WORLD CONDITIONS,AISYSTEM,"Temporary testing of an AI system outside laboratory environments to gather data and verify conformity; does not qualify as placing on the market if conditions in Article 57 or 60 are met, as defined in Article 3(57)",1,3
744,SANDBOX PLAN,REQUIREMENT,"The **SANDBOX PLAN** is a formal, mandatory document established as a prerequisite for participation in an AI regulatory sandbox. Defined in Article 3(54) of the relevant regulations, it functions as a specific agreement between a provider (or a prospective provider) and the competent authority overseeing the sandbox.

This document serves as the structural framework for testing activities, outlining the necessary scope, objectives, conditions, timeframe, and specific requirements for the sandbox engagement. As mandated by Article 58(1)(b), the submission of this plan is a compulsory step in the official participation procedures, ensuring that both the provider and the regulator share a clear, documented understanding of how the testing process will be conducted.",3,3
727,SPECIAL CATEGORIES OF PERSONAL DATA,REQUIREMENT,"Special Categories of Personal Data refer to a sensitive classification of information that requires heightened protection under European Union law. These categories are formally defined in several key legislative frameworks, specifically Article 9(1) of the General Data Protection Regulation (GDPR), Article 10 of Directive (EU) 2016/680, and Article 10(1) of Regulation (EU) 2018/1725. Due to the sensitive nature of the information involved, the processing of this data is subject to strict limitations.

However, there is an exception to the general restrictions surrounding these data categories. Providers are permitted to process this sensitive personal data in specific, exceptional circumstances, primarily for the purpose of bias detection. This processing is only lawful when accompanied by the implementation of specific safeguards, as outlined in Article 10(5) of the relevant regulations, ensuring that the integrity and confidentiality of the sensitive information are maintained throughout the process.",2,3
263,EDUCATION AND VOCATIONAL TRAINING AI SYSTEM,AISYSTEM,"AI systems used in education or vocational training for determining access, assignment to institutions, evaluating learning outcomes, assessing education levels, or monitoring prohibited student behaviour (Recital 56)",1,3
258,ANNEX III USE CASE,ANNEXIIICATEGORY,Domains or contexts for AI systems listed in Annex III that generally carry high risk unless specific exclusion conditions apply.,1,3
709,OPEN-SOURCE EXCLUSION,EXCLUSIONCONDITION,"**OPEN-SOURCE EXCLUSION**

The ""Open-Source Exclusion,"" as defined in Article 2(12) of the AI Act, outlines specific conditions under which the Act does not apply to artificial intelligence systems. Specifically, the regulation excludes AI systems released under free and open-source licenses from the scope of the Act's requirements. 

However, this exclusion is not absolute. The Open-Source Exclusion ceases to apply if such systems are placed on the market or put into service as high-risk AI systems. Furthermore, the exclusion does not apply if the open-source AI system falls under the scope of Article 5, which covers prohibited AI practices, or Article 50, which pertains to transparency obligations for certain AI systems. Consequently, while open-source software generally benefits from this exemption, it must still adhere to the AI Act if it crosses into these designated high-risk or prohibited categories.",2,3
673,REGULATION EVALUATION AND REVIEW,OBLIGATION,The Commission must evaluate and review the Regulation by 2 August 2029 and every four years thereafter (Recital 174).,1,3
658,PENALTIES,OBLIGATION,"Penalties serve as a critical enforcement mechanism designed to address non-compliance with the Regulation. To ensure their legitimacy and impact, these measures must be effective, proportionate, and dissuasive. 

Under the established framework, Member States are mandated to lay down, notify, and effectively implement rules regarding these penalties—which include administrative fines—by the deadline of 2 August 2025. Furthermore, the state and ongoing effectiveness of these penalties are subject to periodic evaluation by the Commission, which is required to report its findings to the Parliament and the Council, as stipulated in Article 112(4)(b).",3,3
237,MANDATORY REQUIREMENTS,REQUIREMENT,"**MANDATORY REQUIREMENTS** constitute a comprehensive set of obligations and standards established by the AI Act to ensure the safe and ethical deployment of artificial intelligence. These measures are designed to guide providers in ensuring compliance, with a core focus on balancing strict adherence with the state of the art and the principle of proportionality, as highlighted in Recital 64.

At their core, these requirements serve as the fundamental framework for high-risk AI systems. They encompass specific technical and organizational obligations that providers of these high-risk systems are legally compelled to implement. These obligations, which the European Commission is tasked with integrating into sector-specific legislation, include rigorous protocols for risk management, the maintenance of detailed technical documentation, and clear procedures for enforcement, as outlined in Recital 50.

While the primary intent of these Mandatory Requirements is to regulate high-risk AI systems, they also serve as a benchmark for the broader AI ecosystem. Providers of AI systems that do not fall under the ""high-risk"" classification are encouraged to voluntarily adopt these core rules, fostering a culture of safety and transparency across the industry regardless of the system's specific classification. Ultimately, these requirements act as the essential compliance backbone for the AI Act, ensuring that systems are developed with necessary safeguards and accountability.",4,3
228,SAFETY COMPONENT,AISYSTEM,"A ""SAFETY COMPONENT"" is defined as a critical element within a product that is subject to specific safety legislation, particularly in the context of high-risk AI systems as outlined in Recital 87. These are AI systems or pieces of software functioning as essential components of products, such as autonomous robots, that fall under Union harmonisation legislation based on the New Legislative Framework.

Because of their role in these systems, ""SAFETY COMPONENT"" entities are subject to strict regulatory requirements aimed at preventing and mitigating safety risks. Given their direct impact on the safe operation of the products they serve, these AI systems must be rigorously managed to prevent them from causing potential harm or compromising user safety.",4,3
812,ARTICLE 10,ARTICLE,"Article 10 pertains to the establishment of regulations concerning data and data governance specifically for high-risk artificial intelligence (AI) systems. As a governing provision, this article outlines the necessary standards and requirements that must be adhered to regarding the management, quality, and oversight of data used within the development and operation of high-risk AI technologies.",2,3
811,TESTING,REQUIREMENT,"The process of ensuring high-risk AI systems perform consistently for their intended purpose and comply with legal requirements, performed prior to market placement, as per Article 9(6)-(8)",1,3
810,RISK MANAGEMENT MEASURES,REQUIREMENT,"Appropriate and targeted actions adopted to address identified risks, ensuring residual risk is acceptable, as described in Article 9(2)(d) and 9(5)",1,3
808,ARTICLE 9,ARTICLE,"Article 9 outlines the mandatory requirements regarding risk management systems specifically designed for high-risk AI systems. This article establishes a regulatory framework that mandates the creation, implementation, documentation, and ongoing maintenance of a comprehensive risk management system. By requiring these processes, Article 9 ensures that organizations developing or operating high-risk AI systems have structured protocols in place to identify, assess, and mitigate potential risks throughout the lifecycle of the technology.",8,3
803,ARTICLE 49(5),ARTICLE,"Article 49(5) serves as a regulatory provision within the framework governing high-risk AI systems. It specifically dictates the requirements for registration within the designated EU database for those high-risk AI systems that are related to point 2 of Annex III. Furthermore, Article 49(5) mandates that the Commission must provide appropriate guidelines to facilitate this process, ensuring these guidelines are developed only after formally consulting the European Artificial Intelligence Board.",2,3
802,RISK ASSESSMENT CRITERIA,REQUIREMENT,"The Risk Assessment Criteria, as outlined in Article 7(2), serve as the fundamental framework used by the Commission to evaluate and determine whether specific AI systems should be classified as high-risk and subsequently added to the Annex III list of high-risk use cases.

These criteria encompass a broad spectrum of factors designed to assess the potential impact and safety of AI technologies. They include critical operational and functional elements such as an AI system’s intended purpose, its data usage patterns, its level of autonomy, the extent of human oversight, and the potential for harm. Furthermore, the assessment integrates specific factors detailed in Article 7(2)(f-k), which delve into the nuances of risk, including the intensity of potential harm, the degree of user dependency on the system, and the vulnerability of the populations interacting with the technology. Together, these elements allow the Commission to systematically analyze AI systems and ensure appropriate regulatory categorization.",3,3
656,COMPLIANCE WITH THE REGULATION,OBLIGATION,"Duty imposed on providers to adhere to the Act, enforceable by penalties and fines tailored to factors such as nature, gravity, duration, and provider size",1,3
283,NON-DISCRIMINATION,REQUIREMENT,"In the context of artificial intelligence, Non-Discrimination is both an essential quality and a mandatory requirement designed to ensure fairness and equity. It serves as a critical safeguard to prevent AI systems from perpetuating or amplifying historical patterns of prejudice, bias, or exclusion.

To be effective, Non-Discrimination must be deeply integrated into the development and deployment of AI technologies to protect individuals against discrimination based on protected characteristics, including age, gender, disability, race, and sexual orientation. This principle is particularly vital in high-stakes sectors such as migration, asylum, and law enforcement, where the potential for automated inequality or exclusion poses significant risks to human rights and societal well-being. By prioritizing Non-Discrimination, developers and stakeholders work to ensure that AI systems do not marginalize vulnerable populations, but instead operate in a just and equitable manner.",2,3
281,NON-DISCRIMINATION REQUIREMENT,REQUIREMENT,"The Non-Discrimination Requirement mandates that AI systems deployed within the domains of migration, asylum, and border control must operate without bias to ensure the protection and guarantee of fundamental human rights. This obligation necessitates proactive measures to ensure that these technologies do not perpetuate, amplify, or solidify historical patterns of discrimination. Consequently, the Non-Discrimination Requirement strictly prohibits the unfair treatment of individuals based on protected characteristics, including age, gender, disability, race, or sexual orientation. By enforcing this standard, the requirement aims to uphold equitable treatment and safeguard the rights of all individuals interacting with these AI-driven systems.",2,3
643,ARTICLE 18 OF REGULATION (EU) 2019/1020,ARTICLE,"Article 18 of Regulation (EU) 2019/1020 serves as a critical legal provision that delineates the procedural rights afforded to concerned operators during market surveillance procedures. By establishing these rights, the regulation ensures that operators are afforded due process and necessary protections when their products are subject to regulatory oversight.

Furthermore, Article 18 of Regulation (EU) 2019/1020 is extended to the domain of artificial intelligence regulation. It applies *mutatis mutandis*—meaning with the necessary changes in points of detail—to providers of general-purpose AI models. In this context, it functions as a vital safeguard, ensuring that these AI providers are granted the same fundamental procedural protections during oversight and enforcement actions as other economic operators, thereby maintaining consistency and fairness in the regulatory landscape.",2,3
632,INVESTIGATIVE AND CORRECTIVE POWERS,OBLIGATION,"**INVESTIGATIVE AND CORRECTIVE POWERS** refer to the essential authorities and mandates granted to oversight bodies, regulators, and enforcement agencies, enabling them to effectively carry out their official duties. These powers allow authorities to access necessary personal data and specific information required to perform their prescribed tasks and functions.

In the context of law enforcement and the justice domain, these powers are critical, as they provide the legal framework for authorities to gather the evidence and data needed to uphold the law and administer justice. Similarly, within regulatory frameworks, these investigative and corrective powers are specifically granted to market surveillance authorities, ensuring they have the requisite access to information to monitor compliance, identify irregularities, and maintain market integrity. Ultimately, these powers function as a vital toolset that enables diverse public authorities to fulfill their responsibilities by ensuring they have the appropriate level of access to data while performing their necessary operations.",2,3
628,ADMINISTRATION OF JUSTICE AND DEMOCRATIC PROCESSES,ANNEXIIICATEGORY,"The ""Administration of Justice and Democratic Processes"" encompasses high-risk artificial intelligence use case domains that are integral to the functioning of critical public sectors. Specifically, this area pertains to AI systems utilized to assist judicial authorities in performing legal tasks, as well as systems that have the potential to influence the outcomes of elections or referenda. These applications are formally categorized as high-risk within the framework of AI regulations, such as those detailed in Annex III(8), reflecting the profound societal impact these technologies exert on governance and the rule of law.",2,3
616,COMPETENT AUTHORITIES FOR FINANCIAL SERVICES,AUTHORITY,"The Competent Authorities for Financial Services are the regulatory and supervisory bodies specifically mandated to oversee and enforce financial services law within the European Union. These authorities are formally defined under Regulation (EU) No 575/2013, as well as Directives 2008/48/EC, 2009/138/EC, and 2013/36/EU.

Beyond their established duties in the financial sector, these Competent Authorities for Financial Services have been designated to supervise the implementation and enforcement of the AI Act specifically regarding financial institutions. Consequently, they hold the dual responsibility of maintaining regulatory standards in financial services while ensuring that financial institutions comply with the specific AI obligations mandated by European Union regulations.",3,3
611,UNION AI TESTING SUPPORT STRUCTURES,AUTHORITY,"Union AI Testing Support Structures are specialized entities designated by the European Commission. Their primary mandate is to perform essential testing tasks in accordance with Regulation (EU) 2019/1020. Beyond their testing responsibilities, these structures are tasked with providing independent, expert technical and scientific advice. Furthermore, these structures are established to support the enforcement of AI regulations and to reinforce the overall capacities of Member States concerning AI systems.",3,3
610,GENERAL-PURPOSE AI MODELS,AISYSTEM,"**GENERAL-PURPOSE AI MODELS** are subject to specific monitoring activities conducted by the AI Office. These models may also be subject to qualified alerts, regarding which the Board is tasked with providing opinions to the Commission, in accordance with Article 66(n).",2,3
217,MANDATORY REQUIREMENTS FOR HIGH-RISK AI,REQUIREMENT,"Mandatory requirements for high-risk AI systems comprise essential technical and organizational standards designed to ensure that these systems do not pose unacceptable risks. As outlined in Recital 46, these requirements serve the dual purpose of preventing harm in a general sense and specifically safeguarding Union public interests from the potential threats posed by high-risk AI deployment.",2,3
847,SEPARATE VERIFICATION REQUIREMENT,OBLIGATION,"Requirement for at least two natural persons to verify and confirm identification resulting from certain high-risk AI systems (Annex III point 1(a)), with specific exemptions for law enforcement/migration contexts",1,3
832,ARTICLE 79(1),ARTICLE,"**ARTICLE 79(1)**

ARTICLE 79(1) serves as a foundational provision for establishing the regulatory framework surrounding artificial intelligence. Its primary purpose is to define the concept of ""risk"" specifically within the context of AI systems. This definition is critical for identifying and categorizing potential hazards that may arise during the operation of AI technologies.

Furthermore, ARTICLE 79(1) delineates the specific thresholds and parameters that constitute a ""risk"" requiring formal attention or intervention. This includes establishing the context necessary for identifying situations where a high-risk AI system might pose a danger. Consequently, the article plays a pivotal role in the reporting process, as it clearly outlines the nature of the risks associated with high-risk AI systems that mandate notification by importers to the relevant regulatory authorities. By standardizing the definition and understanding of these risks, ARTICLE 79(1) ensures a consistent approach to the monitoring and oversight of AI systems.",6,3
826,SIMPLIFIED TECHNICAL DOCUMENTATION FORM,REQUIREMENT,"The Simplified Technical Documentation Form is a specific template established by the Commission for use by small and medium-sized enterprises (SMEs). This form is designed to facilitate the provision of technical documentation in a simplified format, as permitted under Article 11(1). By utilizing this standardized template, SMEs can streamline the process of submitting the necessary technical information required for regulatory compliance.",2,3
195,IRELAND,ACTOR,"Ireland is a Member State of the European Union that maintains a distinct legal position regarding certain aspects of judicial and police cooperation in criminal matters. Due to specific opt-out provisions outlined in Article 6a of Protocol No. 21, Ireland is not bound by particular regulations in this domain. This unique status impacts the extent of its obligations under the AI Act, specifically concerning provisions related to police and judicial cooperation within the European Union.",2,3
907,AUTHORISATION FOR POST-REMOTE BIOMETRIC IDENTIFICATION,OBLIGATION,"Deployers must request ex-ante authorisation (or no later than 48 hours) from a judicial or administrative authority for the use of post-remote biometric identification systems, except in specific cases of initial identification.",1,3
906,DATA PROTECTION IMPACT ASSESSMENT,OBLIGATION,Deployers use information provided under Article 13 to comply with their obligation to carry out a DPIA under GDPR or Directive (EU) 2016/680.,1,3
890,SECTION 2,ARTICLE,Refers to the section of the AI Act containing requirements that high-risk AI systems must meet,1,3
881,ANNEX VIII,ARTICLE,"Annex VIII serves as a critical regulatory component within the framework governing artificial intelligence, specifically outlining the mandatory information requirements for the registration of high-risk AI systems in the EU database. This annex ensures compliance and transparency by detailing the specific data that must be submitted under Article 49 of the relevant regulations. Furthermore, Annex VIII is structured into specific sections—designated as sections A, B, and C—which comprehensively list the precise data points that are required to be entered into the EU database to complete the registration process.",4,3
875,MANDATE OF AUTHORISED REPRESENTATIVE,OBLIGATION,Third-country providers must appoint an authorised representative via written mandate and empower them to perform tasks like verifying conformity as per Article 22,1,3
874,COOPERATION WITH COMPETENT AUTHORITIES,OBLIGATION,Providers must provide documentation and logs upon a reasoned request by a competent authority as per Article 21,1,3
602,ADCO SUB-GROUP,AUTHORITY,"The standing sub-group for market surveillance, acting as the administrative cooperation group (ADCO) for the Regulation per Regulation (EU) 2019/1020",1,3
592,STANDARDISED TEMPLATES,REQUIREMENT,"STANDARDISED TEMPLATES are essential documentation aids designed to streamline regulatory adherence. These documents are provided by the Commission with the specific objective of addressing the unique needs of small and medium-sized enterprises (SMEs), thereby facilitating their compliance efforts. Furthermore, these templates are furnished by the AI Office, in accordance with specifications set forth by the Board, to assist organizations in meeting the compliance requirements mandated under Article 62(3)(a). Collectively, they serve as a critical resource for simplifying complex regulatory obligations.",2,3
582,REGULATION (EU) 2016/679,ARTICLE,"Regulation (EU) 2016/679, widely known as the General Data Protection Regulation (GDPR), serves as a fundamental framework for data protection and privacy within the European Union. Its provisions impose strict limitations on the processing of personal data, ensuring that such activities are conducted lawfully, fairly, and transparently.

In addition to these general processing limits, Regulation (EU) 2016/679 establishes mandatory compliance requirements for specific technological applications. Notably, it acts as a critical regulatory benchmark for deployers of emotion recognition and biometric categorization systems. Organizations implementing these advanced technologies must adhere to the stringent standards set forth by the GDPR to protect individual rights and freedoms, particularly given the sensitive nature of biometric and emotional data.",2,3
562,HOSTING SERVICES,ACTOR,"Service providers subject to obligations under Article 16 of Regulation (EU) 2022/2065 regarding illegal content notices, which remains independent of transparency labeling obligations (Recital 136)",1,3
961,ARTICLE 36,ARTICLE,"Article concerning changes to notifications, including cessation of activities, suspension, and withdrawal of designation",1,3
191,NOTIFICATION OF NATIONAL RULES,OBLIGATION,"Regarding the ""NOTIFICATION OF NATIONAL RULES,"" Member States are required to notify the European Commission of any national regulations they adopt concerning the authorization and use of biometric identification systems. This mandate specifically pertains to remote biometric identification systems. Such notifications must be submitted to the Commission no later than 30 days following the formal adoption of these rules.",2,3
953,EUROPEAN STANDARDISATION ORGANISATIONS,ACTOR,"European Standardisation Organisations (ESOs) are crucial entities operating within the framework of Regulation (EU) No 1025/2012. These organisations have been tasked by the European Commission with the critical responsibility of drafting harmonised standards specifically for high-risk AI systems and general-purpose AI models. Furthermore, European Standardisation Organisations serve as essential forums for engagement, as notified bodies are required to participate in or be represented within these groups to ensure they remain fully aware of and aligned with all relevant standards.",2,3
928,APPLICATION FOR NOTIFICATION,OBLIGATION,"The formal submission by a conformity assessment body to a notifying authority to become a notified body, including proof of competence, accreditation, and descriptions of activities, as per Article 29",1,3
914,AUTHORISATION OBLIGATION,OBLIGATION,"The **AUTHORISATION OBLIGATION** refers to a regulatory mandate placed on law enforcement agencies regarding the use of remote biometric identification. Under this obligation, law enforcement is generally required to secure authorization—either *ex ante* (prior to the action) or *post-hoc* (within 48 hours after the action)—from a relevant judicial or administrative authority before proceeding with remote biometric identification.

However, there is a specific exception to this mandate. The requirement to obtain such authorization does not apply when law enforcement is identifying a potential suspect based on verifiable facts. In these specific instances, the procedural hurdle of seeking judicial or administrative approval is waived to facilitate the identification process.",2,3
994,ARTICLE 67,ARTICLE,"Article 67 serves as the foundational provision that establishes the Advisory Forum. This article outlines the formal framework for the Forum, explicitly detailing its membership structure, core duties, term of office, and the operational rules that govern its conduct. 

In addition to defining its organizational structure, Article 67 mandates the Advisory Forum’s role in specific regulatory processes, stipulating that the Forum must be consulted regarding the development or implementation of common specifications. Furthermore, Article 67 provides the necessary legal reference for the Advisory Forum’s engagement with other governing bodies, specifically authorizing its representatives to attend Management Board meetings.",3,3
168,IDENTITY CHECK,OBLIGATION,"IDENTITY CHECK refers to the authorized procedural process of identifying individuals who are either unable or unwilling to provide proof of identity. This measure is preserved under both Union and national law, ensuring that specific designated authorities retain the power to verify the identities of such persons.

As a functional capability, IDENTITY CHECK is designated for use by key state actors, including law enforcement, border control, immigration, and asylum authorities. By maintaining this authority, these bodies are equipped to carry out essential identification duties even when standard cooperation from the individual is not forthcoming. This procedural framework ensures that the ability to identify persons is upheld and regulated, providing a clear legal basis for these authorities to operate within established guidelines.",2,3
990,CHAPTER V,ARTICLE,"CHAPTER V of the AI Act establishes critical obligations for providers of general-purpose AI models. This section specifically addresses the requirements related to transparency and systemic risk, as outlined in its second and third sections. 

Enforcement of these provisions falls under the jurisdiction of the European Commission, as stipulated by Article 88. According to Article 113 of the regulation, CHAPTER V is set to become applicable on 2 August 2025.",3,3
983,OFFICIAL JOURNAL OF THE EUROPEAN UNION,AUTHORITY,"The Official Journal of the European Union serves as the official publication medium for references to harmonised standards and common specifications. Its role is pivotal in the regulatory framework of the European Union, as the publication of these references within the Journal is the required mechanism to trigger specific legal effects. Notably, this publication is the formal step necessary to establish the presumption of conformity for products or services adhering to these standards.",2,3
981,"CHAPTER V, SECTIONS 2 AND 3",ARTICLE,The specific sections of the AI Act setting out obligations for general-purpose AI models.,1,3
980,SECTION 2 OF CHAPTER II,ARTICLE,The specific section of the AI Act setting out requirements for high-risk AI systems.,1,3
971,CERTIFICATE OF CONFORMITY,OBLIGATION,A document issued by a notified body attesting to a system's conformity; its validity status is subject to specific conditions when the issuing body's designation is changed.,1,3
970,DESIGNATION MANAGEMENT OBLIGATION,OBLIGATION,"The **DESIGNATION MANAGEMENT OBLIGATION** refers to the comprehensive set of procedural duties imposed on a notifying authority following a change in designation, such as a restriction, suspension, or withdrawal of a notified body. This process ensures regulatory oversight, transparency, and continuity for affected providers and certificates.

Upon a designation change, the notifying authority is mandated to maintain comprehensive files and assess the impact of the change on any certificates previously issued by the notified body. The authority must report its findings and actions to the Commission within three months of the designation change. Furthermore, the authority is required to inform all relevant authorities of the situation and must notify the affected providers within 10 days of any suspension or restriction.

When certificates are involved, they may remain valid under specific conditions—typically requiring confirmation from the notifying authority—or they may be revoked if deemed to have been unduly issued. The notifying authority must provide clear, mandatory instructions to the notified body regarding these certificates. If a provider needs to transition to a new notified body, they are granted a period of up to three months to secure such confirmation. In certain circumstances, certificate validity may be extended for a total duration of up to 12 months.

In summary, the **DESIGNATION MANAGEMENT OBLIGATION** serves as a structured framework requiring notifying authorities to manage administrative records, conduct impact assessments, communicate effectively with both the Commission and affected providers, and oversee the status and validity of certificates throughout the transition period.",2,3
314,ADMINISTRATION OF JUSTICE AI SYSTEM,AISYSTEM,"**ADMINISTRATION OF JUSTICE AI SYSTEM**

The ""Administration of Justice AI System"" refers to advanced artificial intelligence technologies designed specifically for use by, or on behalf of, judicial authorities. The primary purpose of these systems is to support the judiciary in the complex tasks inherent in legal proceedings. Specifically, these AI tools are intended to assist in the comprehensive processes of researching, interpreting, and analyzing both facts and the law, as well as applying the relevant legal frameworks to those specific facts.",2,3
552,VULNERABLE GROUPS,ACTOR,"""VULNERABLE GROUPS"" refers to specific populations that require special attention, heightened protection, and nuanced consideration during the implementation of AI systems and related regulatory processes. This category primarily encompasses individuals under the age of 18, as well as persons with disabilities or other conditions that might render them particularly susceptible to adverse impacts.

The identification of these groups is central to robust risk management processes. Because these individuals may be disproportionately affected by high-risk AI systems, their specific needs and vulnerabilities must be carefully assessed to mitigate potential harm. Furthermore, the inclusion of ""VULNERABLE GROUPS"" is critical when applying transparency obligations, as their unique characteristics necessitate tailored communication and engagement strategies to ensure they are adequately protected. Additionally, these groups are recognized as subjects of real-world testing who require specific, protective oversight to ensure their safety and well-being throughout the development and deployment lifecycle of technology.",4,3
541,CIVIL PROTECTION AUTHORITY,ACTOR,"The Civil Protection Authority is a governmental body tasked with the oversight and management of civil protection measures. In performing its duties, the Civil Protection Authority possesses the specific mandate to deploy high-risk AI systems without obtaining prior authorization from market surveillance authorities. This ability to bypass standard authorization procedures is strictly limited to exceptional, urgent, or justified situations, ensuring that the Authority can effectively respond to critical events without being hindered by regulatory delays.",3,3
529,NOTIFIED BODIES,ACTOR,"Notified Bodies are professional third-party certifiers that play a critical role in the regulatory framework established by the AI Act. Specifically, these entities serve as conformity assessment bodies tasked with evaluating high-risk AI systems to ensure they meet established safety and performance standards. In this capacity, Notified Bodies are subject to a strict set of obligations and regulatory requirements, ensuring that their oversight procedures remain rigorous, transparent, and compliant with the mandates set forth by the AI Act.",2,3
1029,MARKING OF SYNTHETIC CONTENT,OBLIGATION,Requirement for providers to mark AI-generated outputs in a machine-readable format to ensure they are detectable as artificially generated,1,3
144,UNACCEPTABLE RISK,RISKCATEGORY,"""UNACCEPTABLE RISK"" is the classification level assigned to specific artificial intelligence practices that are prohibited under regulatory frameworks, as detailed in Article 5 of the relevant legislation. This category represents the highest level of risk associated with AI applications. The prohibition of practices falling under this classification is further elaborated in Recitals 29 and 30, which provide context regarding the nature of these prohibited activities. According to Recital 179, the enforcement of these prohibitions must be applied starting from 2 February 2025.",3,3
1021,ARTICLE 6(3),ARTICLE,"**ARTICLE 6(3)** is a regulatory provision that outlines the framework for classifying AI systems, specifically focusing on the threshold between systems deemed ""high-risk"" and those that are not. 

This article plays a crucial role in the classification process by establishing the conditions under which an AI system is designated as high-risk, often by referencing criteria found in Annex III. Conversely, it serves as the definitive reference point for determining whether an AI system falls outside the high-risk category.

When providers conclude that an AI system does not meet the high-risk criteria, **ARTICLE 6(3)** mandates that they must provide formal justification for this assessment during the mandatory registration process. Even though these systems are not classified as high-risk, the provision clarifies that they may still be subject to specific registration requirements, ensuring regulatory oversight for systems that do not trigger the stricter high-risk obligations. In essence, **ARTICLE 6(3)** acts as a dual-purpose mechanism, functioning both as a filter for identifying high-risk AI and as a compliance guideline for systems that providers determine are not high-risk but which must still be formally registered.",5,3
1018,CONSULTATION PROCEDURE,OBLIGATION,"The process triggered when objections are raised against an authorization, requiring the Commission to consult with the relevant Member State and affected operators.",1,3
1015,AUTHORISATION FOR EXCEPTIONAL USE,OBLIGATION,"The process by which law enforcement or civil protection authorities may seek permission to use a high-risk AI system in emergencies; if refused, use must cease and results be discarded.",1,3
1012,REQUIREMENTS OF SECTION 2,REQUIREMENT,"The ""REQUIREMENTS OF SECTION 2"" constitute the essential criteria that high-risk AI systems must satisfy to achieve and maintain their regulatory compliance and certification status under the AI Act. Specifically, these mandates, which are referenced in Article 47(2), encompass a comprehensive framework of both technical and organizational requirements. By adhering to these standards, AI systems ensure they are operating within the established legal and safety parameters required by the legislation.",2,3
1009,URGENT DEPLOYMENT AUTHORISATION,OBLIGATION,"An authorization mechanism allowing law enforcement or civil protection authorities to deploy high-risk AI systems in urgent, life-threatening situations without prior authorization, subject to post-hoc request.",1,3
1008,DEROGATION AUTHORISATION,OBLIGATION,An authorization by a market surveillance authority allowing the placing on the market of a high-risk AI system without completing standard conformity assessment procedures for exceptional reasons.,1,3
518,ARTIFICIAL CONTENT DISCLOSURE OBLIGATION,OBLIGATION,Requirement for providers and deployers to enable detection and disclosure that outputs are artificially generated or manipulated,1,3
